enrolment_id,student_id,year_of_enrolment,enrolled_year_level,enrolled_school_id,enrolled_class,flag_current_enrolment
75_0_2021,75,2021,7,0,Class_B,1
76_0_2021,76,2021,5,0,Class_A,1
77_0_2021,77,2021,6,0,Class_C,1
78_0_2021,78,2021,11,0,Class_B,1
79_0_2021,79,2021,6,0,Class_A,1
80_0_2021,80,2021,4,0,Class_B,1
81_0_2021,81,2021,10,0,Class_A,1
82_0_2021,82,2021,1,0,Class_C,1
83_0_2021,83,2021,12,0,Class_A,1
84_0_2021,84,2021,4,0,Class_B,1
85_0_2021,85,2021,4,0,Class_C,1
86_0_2021,86,2021,7,0,Class_B,1
87_0_2021,87,2021,9,0,Class_B,1
88_0_2021,88,2021,11,0,Class_A,1
89_0_2021,89,2021,2,0,Class_C,1
90_0_2021,90,2021,9,0,Class_A,1
91_0_2021,91,2021,3,0,Class_A,1
92_0_2021,92,2021,6,0,Class_C,1
93_0_2021,93,2021,3,0,Class_B,1
94_0_2021,94,2021,9,0,Class_B,1
95_0_2021,95,2021,2,0,Class_A,1
96_0_2021,96,2021,9,0,Class_B,1
97_0_2021,97,2021,4,0,Class_C,1
98_0_2021,98,2021,10,0,Class_C,1
99_0_2021,99,2021,11,0,Class_C,1
100_0_2021,100,2021,11,0,Class_C,1
101_0_2021,101,2021,4,0,Class_B,1
102_0_2021,102,2021,10,0,Class_B,1
103_0_2021,103,2021,8,0,Class_C,1
104_0_2021,104,2021,7,0,Class_A,1
105_0_2021,105,2021,3,0,Class_A,1
106_0_2021,106,2021,1,0,Class_B,1
107_0_2021,107,2021,4,0,Class_A,1
108_0_2021,108,2021,11,0,Class_C,1
109_0_2021,109,2021,3,0,Class_C,1
110_0_2021,110,2021,9,0,Class_C,1
111_0_2021,111,2021,1,0,Class_B,1
112_0_2021,112,2021,9,0,Class_B,1
113_0_2021,113,2021,9,0,Class_A,1
114_0_2021,114,2021,3,0,Class_C,1
115_0_2021,115,2021,11,0,Class_B,1
116_0_2021,116,2021,4,0,Class_A,1
117_0_2021,117,2021,5,0,Class_B,1
118_0_2021,118,2021,4,0,Class_C,1
119_0_2021,119,2021,7,0,Class_B,1
120_0_2021,120,2021,3,0,Class_A,1
121_0_2021,121,2021,7,0,Class_A,1
122_0_2021,122,2021,4,0,Class_C,1
123_0_2021,123,2021,1,0,Class_A,1
124_0_2021,124,2021,9,0,Class_B,1
125_0_2021,125,2021,1,0,Class_B,1
126_0_2021,126,2021,11,0,Class_A,1
127_0_2021,127,2021,8,0,Class_C,1
128_0_2021,128,2021,3,0,Class_B,1
129_0_2021,129,2021,2,0,Class_B,1
130_0_2021,130,2021,1,0,Class_A,1
131_0_2021,131,2021,11,0,Class_B,1
132_0_2021,132,2021,12,0,Class_C,1
133_0_2021,133,2021,12,0,Class_C,1
134_0_2021,134,2021,3,0,Class_A,1
135_0_2021,135,2021,7,0,Class_A,1
136_0_2021,136,2021,8,0,Class_C,1
137_0_2021,137,2021,10,0,Class_C,1
138_0_2021,138,2021,6,0,Class_B,1
139_0_2021,139,2021,10,0,Class_B,1
140_0_2021,140,2021,4,0,Class_A,1
141_0_2021,141,2021,1,0,Class_C,1
142_0_2021,142,2021,9,0,Class_A,1
143_0_2021,143,2021,6,0,Class_A,1
144_0_2021,144,2021,12,0,Class_A,1
145_0_2021,145,2021,5,0,Class_B,1
146_0_2021,146,2021,12,0,Class_B,1
147_0_2021,147,2021,4,0,Class_A,1
148_0_2021,148,2021,10,0,Class_A,1
149_0_2021,149,2021,11,0,Class_C,1
150_0_2021,150,2021,10,0,Class_A,1
151_0_2021,151,2021,5,0,Class_B,1
152_0_2021,152,2021,9,0,Class_C,1
153_0_2021,153,2021,8,0,Class_B,1
154_0_2021,154,2021,2,0,Class_C,1
155_0_2021,155,2021,11,0,Class_A,1
156_0_2021,156,2021,4,0,Class_A,1
157_0_2021,157,2021,5,0,Class_A,1
158_0_2021,158,2021,9,0,Class_C,1
159_0_2021,159,2021,7,0,Class_C,1
160_0_2021,160,2021,3,0,Class_A,1
161_0_2021,161,2021,8,0,Class_B,1
162_0_2021,162,2021,2,0,Class_C,1
163_0_2021,163,2021,10,0,Class_C,1
164_0_2021,164,2021,12,0,Class_A,1
165_0_2021,165,2021,5,0,Class_C,1
166_0_2021,166,2021,3,0,Class_C,1
167_0_2021,167,2021,10,0,Class_A,1
168_0_2021,168,2021,8,0,Class_B,1
169_0_2021,169,2021,5,0,Class_B,1
170_0_2021,170,2021,1,0,Class_A,1
171_0_2021,171,2021,7,0,Class_C,1
172_0_2021,172,2021,4,0,Class_A,1
173_0_2021,173,2021,7,0,Class_B,1
174_0_2021,174,2021,5,0,Class_C,1
175_0_2021,175,2021,4,0,Class_B,1
176_0_2021,176,2021,9,0,Class_C,1
177_0_2021,177,2021,8,0,Class_A,1
178_0_2021,178,2021,4,0,Class_C,1
179_0_2021,179,2021,12,0,Class_B,1
180_0_2021,180,2021,11,0,Class_B,1
181_0_2021,181,2021,8,0,Class_A,1
182_0_2021,182,2021,2,0,Class_A,1
183_0_2021,183,2021,8,0,Class_B,1
184_0_2021,184,2021,1,0,Class_A,1
185_0_2021,185,2021,8,0,Class_B,1
186_0_2021,186,2021,11,0,Class_B,1
187_0_2021,187,2021,2,0,Class_C,1
188_0_2021,188,2021,1,0,Class_C,1
189_0_2021,189,2021,3,0,Class_C,1
190_0_2021,190,2021,4,0,Class_B,1
191_0_2021,191,2021,7,0,Class_C,1
192_0_2021,192,2021,6,0,Class_A,1
193_0_2021,193,2021,11,0,Class_B,1
194_0_2021,194,2021,7,0,Class_B,1
195_0_2021,195,2021,7,0,Class_A,1
196_0_2021,196,2021,9,0,Class_C,1
197_0_2021,197,2021,8,0,Class_C,1
198_0_2021,198,2021,8,0,Class_C,1
199_0_2021,199,2021,6,0,Class_C,1
200_0_2021,200,2021,3,0,Class_A,1
201_0_2021,201,2021,8,0,Class_A,1
202_0_2021,202,2021,8,0,Class_A,1
203_0_2021,203,2021,1,0,Class_C,1
204_0_2021,204,2021,7,0,Class_B,1
205_0_2021,205,2021,11,0,Class_A,1
206_0_2021,206,2021,11,0,Class_C,1
207_0_2021,207,2021,5,0,Class_B,1
208_0_2021,208,2021,11,0,Class_A,1
209_0_2021,209,2021,6,0,Class_A,1
210_0_2021,210,2021,12,0,Class_B,1
211_0_2021,211,2021,10,0,Class_B,1
212_0_2021,212,2021,4,0,Class_C,1
213_0_2021,213,2021,2,0,Class_B,1
214_0_2021,214,2021,2,0,Class_B,1
215_0_2021,215,2021,9,0,Class_B,1
216_0_2021,216,2021,5,0,Class_B,1
217_0_2021,217,2021,7,0,Class_B,1
218_0_2021,218,2021,9,0,Class_C,1
219_0_2021,219,2021,8,0,Class_A,1
220_0_2021,220,2021,12,0,Class_C,1
221_0_2021,221,2021,3,0,Class_C,1
222_0_2021,222,2021,2,0,Class_B,1
223_0_2021,223,2021,8,0,Class_A,1
224_0_2021,224,2021,10,0,Class_A,1
225_0_2021,225,2021,11,0,Class_A,1
226_0_2021,226,2021,12,0,Class_B,1
227_0_2021,227,2021,7,0,Class_B,1
228_0_2021,228,2021,6,0,Class_C,1
229_0_2021,229,2021,5,0,Class_B,1
230_0_2021,230,2021,10,0,Class_A,1
231_0_2021,231,2021,11,0,Class_C,1
232_0_2021,232,2021,12,0,Class_B,1
233_0_2021,233,2021,12,0,Class_C,1
234_0_2021,234,2021,12,0,Class_A,1
235_0_2021,235,2021,3,0,Class_B,1
236_0_2021,236,2021,2,0,Class_A,1
237_0_2021,237,2021,1,0,Class_A,1
238_0_2021,238,2021,2,0,Class_C,1
239_0_2021,239,2021,2,0,Class_C,1
240_0_2021,240,2021,8,0,Class_B,1
241_0_2021,241,2021,10,0,Class_A,1
242_0_2021,242,2021,3,0,Class_C,1
243_0_2021,243,2021,6,0,Class_A,1
244_0_2021,244,2021,6,0,Class_A,1
245_0_2021,245,2021,4,0,Class_C,1
246_0_2021,246,2021,7,0,Class_C,1
247_0_2021,247,2021,9,0,Class_B,1
248_0_2021,248,2021,2,0,Class_C,1
249_0_2021,249,2021,1,0,Class_C,1
250_0_2021,250,2021,6,0,Class_B,1
251_0_2021,251,2021,12,0,Class_B,1
252_0_2021,252,2021,10,0,Class_A,1
253_0_2021,253,2021,11,0,Class_A,1
254_0_2021,254,2021,9,0,Class_B,1
255_0_2021,255,2021,1,0,Class_B,1
256_0_2021,256,2021,3,0,Class_B,1
257_0_2021,257,2021,3,0,Class_B,1
258_0_2021,258,2021,11,0,Class_B,1
259_0_2021,259,2021,4,0,Class_C,1
260_0_2021,260,2021,9,0,Class_B,1
261_0_2021,261,2021,3,0,Class_B,1
262_0_2021,262,2021,3,0,Class_A,1
263_0_2021,263,2021,5,0,Class_C,1
264_0_2021,264,2021,6,0,Class_B,1
265_0_2021,265,2021,4,0,Class_C,1
266_0_2021,266,2021,2,0,Class_C,1
267_0_2021,267,2021,2,0,Class_A,1
268_0_2021,268,2021,8,0,Class_B,1
269_0_2021,269,2021,3,0,Class_B,1
270_0_2021,270,2021,1,0,Class_B,1
271_0_2021,271,2021,12,0,Class_B,1
272_0_2021,272,2021,5,0,Class_A,1
273_0_2021,273,2021,12,0,Class_C,1
274_0_2021,274,2021,9,0,Class_C,1
275_0_2021,275,2021,9,0,Class_B,1
276_0_2021,276,2021,8,0,Class_A,1
277_0_2021,277,2021,2,0,Class_A,1
278_0_2021,278,2021,11,0,Class_B,1
279_0_2021,279,2021,3,0,Class_A,1
280_0_2021,280,2021,3,0,Class_A,1
281_0_2021,281,2021,1,0,Class_C,1
282_0_2021,282,2021,12,0,Class_C,1
283_0_2021,283,2021,2,0,Class_B,1
284_0_2021,284,2021,3,0,Class_A,1
285_0_2021,285,2021,5,0,Class_C,1
286_0_2021,286,2021,9,0,Class_C,1
287_0_2021,287,2021,8,0,Class_B,1
288_0_2021,288,2021,5,0,Class_A,1
289_0_2021,289,2021,4,0,Class_C,1
290_0_2021,290,2021,12,0,Class_A,1
291_0_2021,291,2021,8,0,Class_C,1
292_0_2021,292,2021,1,0,Class_B,1
293_0_2021,293,2021,9,0,Class_B,1
294_0_2021,294,2021,11,0,Class_B,1
295_0_2021,295,2021,1,0,Class_C,1
296_0_2021,296,2021,3,0,Class_C,1
297_0_2021,297,2021,7,0,Class_B,1
298_0_2021,298,2021,3,0,Class_A,1
299_0_2021,299,2021,12,0,Class_C,1
300_0_2021,300,2021,6,0,Class_B,1
301_0_2021,301,2021,1,0,Class_C,1
302_0_2021,302,2021,8,0,Class_A,1
303_0_2021,303,2021,6,0,Class_A,1
304_0_2021,304,2021,2,0,Class_C,1
305_0_2021,305,2021,1,0,Class_B,1
306_0_2021,306,2021,11,0,Class_A,1
307_0_2021,307,2021,9,0,Class_B,1
308_0_2021,308,2021,12,0,Class_A,1
309_0_2021,309,2021,5,0,Class_C,1
310_0_2021,310,2021,6,0,Class_A,1
311_0_2021,311,2021,11,0,Class_C,1
312_0_2021,312,2021,11,0,Class_C,1
313_0_2021,313,2021,3,0,Class_C,1
314_0_2021,314,2021,6,0,Class_C,1
315_0_2021,315,2021,2,0,Class_B,1
316_0_2021,316,2021,10,0,Class_B,1
317_0_2021,317,2021,7,0,Class_A,1
318_0_2021,318,2021,5,0,Class_C,1
319_0_2021,319,2021,1,0,Class_A,1
320_0_2021,320,2021,12,0,Class_B,1
321_0_2021,321,2021,5,0,Class_B,1
322_0_2021,322,2021,9,0,Class_B,1
323_0_2021,323,2021,10,0,Class_C,1
324_0_2021,324,2021,2,0,Class_C,1
325_0_2021,325,2021,12,0,Class_B,1
326_0_2021,326,2021,4,0,Class_B,1
327_0_2021,327,2021,2,0,Class_B,1
328_0_2021,328,2021,8,0,Class_A,1
329_0_2021,329,2021,10,0,Class_C,1
330_0_2021,330,2021,11,0,Class_B,1
331_0_2021,331,2021,2,0,Class_B,1
332_0_2021,332,2021,5,0,Class_A,1
333_0_2021,333,2021,3,0,Class_B,1
334_0_2021,334,2021,6,0,Class_C,1
335_0_2021,335,2021,1,0,Class_C,1
336_0_2021,336,2021,1,0,Class_C,1
337_0_2021,337,2021,2,0,Class_A,1
338_0_2021,338,2021,5,0,Class_C,1
339_0_2021,339,2021,4,0,Class_C,1
340_0_2021,340,2021,8,0,Class_B,1
341_0_2021,341,2021,4,0,Class_B,1
342_0_2021,342,2021,5,0,Class_A,1
343_0_2021,343,2021,2,0,Class_B,1
344_0_2021,344,2021,6,0,Class_C,1
345_0_2021,345,2021,12,0,Class_C,1
346_0_2021,346,2021,7,0,Class_B,1
347_0_2021,347,2021,1,0,Class_C,1
348_0_2021,348,2021,12,0,Class_B,1
349_0_2021,349,2021,8,0,Class_B,1
350_0_2021,350,2021,11,0,Class_C,1
351_0_2021,351,2021,11,0,Class_A,1
352_0_2021,352,2021,2,0,Class_A,1
353_0_2021,353,2021,5,0,Class_A,1
354_0_2021,354,2021,3,0,Class_B,1
355_0_2021,355,2021,6,0,Class_B,1
356_0_2021,356,2021,6,0,Class_A,1
357_0_2021,357,2021,12,0,Class_A,1
358_0_2021,358,2021,11,0,Class_A,1
359_0_2021,359,2021,5,0,Class_B,1
360_0_2021,360,2021,4,0,Class_A,1
361_0_2021,361,2021,6,0,Class_C,1
362_0_2021,362,2021,3,0,Class_B,1
363_0_2021,363,2021,10,0,Class_B,1
364_0_2021,364,2021,3,0,Class_C,1
365_0_2021,365,2021,5,0,Class_B,1
366_0_2021,366,2021,6,0,Class_A,1
367_0_2021,367,2021,1,0,Class_A,1
368_0_2021,368,2021,9,0,Class_A,1
369_0_2021,369,2021,1,0,Class_A,1
370_0_2021,370,2021,9,0,Class_C,1
371_0_2021,371,2021,2,0,Class_B,1
372_0_2021,372,2021,3,0,Class_B,1
373_0_2021,373,2021,2,0,Class_A,1
374_0_2021,374,2021,1,0,Class_B,1
375_0_2021,375,2021,1,0,Class_C,1
376_0_2021,376,2021,10,0,Class_B,1
377_0_2021,377,2021,7,0,Class_C,1
378_0_2021,378,2021,6,0,Class_A,1
379_0_2021,379,2021,4,0,Class_A,1
380_0_2021,380,2021,5,0,Class_C,1
381_0_2021,381,2021,10,0,Class_C,1
382_0_2021,382,2021,3,0,Class_B,1
383_0_2021,383,2021,5,0,Class_C,1
384_0_2021,384,2021,4,0,Class_B,1
385_0_2021,385,2021,10,0,Class_B,1
386_0_2021,386,2021,12,0,Class_A,1
387_0_2021,387,2021,1,0,Class_A,1
388_0_2021,388,2021,12,0,Class_C,1
389_0_2021,389,2021,1,0,Class_B,1
390_0_2021,390,2021,7,0,Class_A,1
391_0_2021,391,2021,11,0,Class_A,1
392_0_2021,392,2021,5,0,Class_C,1
393_0_2021,393,2021,12,0,Class_C,1
394_0_2021,394,2021,10,0,Class_B,1
395_0_2021,395,2021,12,0,Class_C,1
396_0_2021,396,2021,11,0,Class_C,1
397_0_2021,397,2021,2,0,Class_C,1
398_0_2021,398,2021,6,0,Class_C,1
399_0_2021,399,2021,3,0,Class_A,1
400_0_2021,400,2021,3,0,Class_C,1
401_0_2021,401,2021,12,0,Class_B,1
402_0_2021,402,2021,12,0,Class_A,1
403_0_2021,403,2021,9,0,Class_C,1
404_0_2021,404,2021,9,0,Class_A,1
405_0_2021,405,2021,5,0,Class_B,1
406_0_2021,406,2021,1,0,Class_A,1
407_0_2021,407,2021,5,0,Class_B,1
408_0_2021,408,2021,8,0,Class_A,1
409_0_2021,409,2021,9,0,Class_B,1
410_0_2021,410,2021,5,0,Class_A,1
411_0_2021,411,2021,4,0,Class_A,1
412_0_2021,412,2021,10,0,Class_C,1
413_0_2021,413,2021,11,0,Class_B,1
414_0_2021,414,2021,4,0,Class_A,1
415_0_2021,415,2021,7,0,Class_B,1
416_0_2021,416,2021,8,0,Class_A,1
417_0_2021,417,2021,10,0,Class_B,1
418_0_2021,418,2021,12,0,Class_B,1
419_0_2021,419,2021,9,0,Class_C,1
420_0_2021,420,2021,11,0,Class_B,1
421_0_2021,421,2021,9,0,Class_A,1
422_0_2021,422,2021,10,0,Class_B,1
423_0_2021,423,2021,10,0,Class_A,1
424_0_2021,424,2021,12,0,Class_C,1
425_0_2021,425,2021,8,0,Class_A,1
426_0_2021,426,2021,5,0,Class_C,1
427_0_2021,427,2021,4,0,Class_B,1
428_0_2021,428,2021,12,0,Class_C,1
429_0_2021,429,2021,7,0,Class_B,1
430_0_2021,430,2021,2,0,Class_A,1
431_0_2021,431,2021,1,0,Class_B,1
432_0_2021,432,2021,6,0,Class_C,1
433_0_2021,433,2021,8,0,Class_A,1
434_0_2021,434,2021,7,0,Class_C,1
435_0_2021,435,2021,5,0,Class_C,1
436_0_2021,436,2021,1,0,Class_C,1
437_0_2021,437,2021,6,0,Class_B,1
438_0_2021,438,2021,6,0,Class_B,1
439_0_2021,439,2021,7,0,Class_C,1
440_0_2021,440,2021,11,0,Class_C,1
441_0_2021,441,2021,5,0,Class_C,1
442_0_2021,442,2021,12,0,Class_B,1
443_0_2021,443,2021,5,0,Class_C,1
444_0_2021,444,2021,5,0,Class_A,1
445_0_2021,445,2021,2,0,Class_B,1
446_0_2021,446,2021,1,0,Class_A,1
447_0_2021,447,2021,6,0,Class_B,1
448_0_2021,448,2021,9,0,Class_A,1
449_0_2021,449,2021,5,0,Class_A,1
450_0_2021,450,2021,2,0,Class_B,1
451_0_2021,451,2021,4,0,Class_A,1
452_0_2021,452,2021,10,0,Class_C,1
453_0_2021,453,2021,11,0,Class_B,1
454_0_2021,454,2021,3,0,Class_C,1
455_0_2021,455,2021,6,0,Class_B,1
456_0_2021,456,2021,12,0,Class_C,1
457_0_2021,457,2021,10,0,Class_C,1
458_0_2021,458,2021,1,0,Class_A,1
459_0_2021,459,2021,9,0,Class_A,1
460_0_2021,460,2021,12,0,Class_B,1
461_0_2021,461,2021,10,0,Class_A,1
462_0_2021,462,2021,9,0,Class_C,1
463_0_2021,463,2021,9,0,Class_B,1
464_0_2021,464,2021,7,0,Class_C,1
465_0_2021,465,2021,12,0,Class_C,1
466_0_2021,466,2021,5,0,Class_A,1
467_0_2021,467,2021,1,0,Class_A,1
468_0_2021,468,2021,8,0,Class_A,1
469_0_2021,469,2021,12,0,Class_C,1
470_0_2021,470,2021,11,0,Class_A,1
471_0_2021,471,2021,2,0,Class_B,1
472_0_2021,472,2021,10,0,Class_B,1
473_0_2021,473,2021,2,0,Class_A,1
474_0_2021,474,2021,3,0,Class_B,1
475_0_2021,475,2021,7,0,Class_B,1
476_0_2021,476,2021,8,0,Class_B,1
477_0_2021,477,2021,4,0,Class_C,1
478_0_2021,478,2021,5,0,Class_B,1
479_0_2021,479,2021,11,0,Class_C,1
480_0_2021,480,2021,6,0,Class_A,1
481_0_2021,481,2021,5,0,Class_B,1
482_0_2021,482,2021,2,0,Class_B,1
483_0_2021,483,2021,7,0,Class_A,1
484_0_2021,484,2021,3,0,Class_A,1
485_0_2021,485,2021,7,0,Class_C,1
486_0_2021,486,2021,4,0,Class_A,1
487_0_2021,487,2021,4,0,Class_C,1
488_0_2021,488,2021,5,0,Class_A,1
489_0_2021,489,2021,12,0,Class_B,1
490_0_2021,490,2021,6,0,Class_A,1
491_0_2021,491,2021,5,0,Class_C,1
492_0_2021,492,2021,1,0,Class_B,1
493_0_2021,493,2021,8,0,Class_A,1
494_0_2021,494,2021,5,0,Class_C,1
495_0_2021,495,2021,8,0,Class_C,1
496_0_2021,496,2021,10,0,Class_C,1
497_0_2021,497,2021,11,0,Class_B,1
498_0_2021,498,2021,4,0,Class_A,1
499_0_2021,499,2021,9,0,Class_A,1
500_0_2021,500,2021,5,0,Class_B,1
501_0_2021,501,2021,2,0,Class_C,1
502_0_2021,502,2021,10,0,Class_B,1
503_0_2021,503,2021,7,0,Class_C,1
504_0_2021,504,2021,3,0,Class_A,1
505_0_2021,505,2021,8,0,Class_A,1
506_0_2021,506,2021,2,0,Class_A,1
507_0_2021,507,2021,8,0,Class_B,1
508_0_2021,508,2021,12,0,Class_C,1
509_0_2021,509,2021,2,0,Class_C,1
510_0_2021,510,2021,5,0,Class_B,1
511_0_2021,511,2021,11,0,Class_A,1
512_0_2021,512,2021,9,0,Class_B,1
513_0_2021,513,2021,11,0,Class_B,1
514_0_2021,514,2021,2,0,Class_C,1
515_0_2021,515,2021,11,0,Class_C,1
516_0_2021,516,2021,10,0,Class_B,1
517_0_2021,517,2021,9,0,Class_B,1
518_0_2021,518,2021,9,0,Class_A,1
519_0_2021,519,2021,11,0,Class_C,1
520_0_2021,520,2021,4,0,Class_C,1
521_0_2021,521,2021,3,0,Class_A,1
522_0_2021,522,2021,2,0,Class_B,1
523_0_2021,523,2021,12,0,Class_B,1
524_0_2021,524,2021,3,0,Class_C,1
525_0_2021,525,2021,6,0,Class_B,1
526_0_2021,526,2021,1,0,Class_C,1
527_0_2021,527,2021,5,0,Class_B,1
528_0_2021,528,2021,6,0,Class_A,1
529_0_2021,529,2021,4,0,Class_C,1
530_0_2021,530,2021,1,0,Class_A,1
531_0_2021,531,2021,11,0,Class_A,1
532_0_2021,532,2021,10,0,Class_B,1
533_0_2021,533,2021,11,0,Class_C,1
534_0_2021,534,2021,7,0,Class_C,1
535_0_2021,535,2021,3,0,Class_A,1
536_0_2021,536,2021,10,0,Class_B,1
537_0_2021,537,2021,3,0,Class_C,1
538_0_2021,538,2021,9,0,Class_B,1
539_0_2021,539,2021,12,0,Class_A,1
540_0_2021,540,2021,5,0,Class_A,1
541_0_2021,541,2021,7,0,Class_C,1
542_0_2021,542,2021,11,0,Class_B,1
543_0_2021,543,2021,2,0,Class_B,1
544_0_2021,544,2021,11,0,Class_C,1
545_0_2021,545,2021,12,0,Class_C,1
546_0_2021,546,2021,10,0,Class_B,1
547_0_2021,547,2021,9,0,Class_A,1
548_0_2021,548,2021,6,0,Class_B,1
549_0_2021,549,2021,5,0,Class_B,1
550_0_2021,550,2021,1,0,Class_C,1
551_0_2021,551,2021,8,0,Class_B,1
552_0_2021,552,2021,9,0,Class_A,1
553_0_2021,553,2021,6,0,Class_C,1
554_0_2021,554,2021,4,0,Class_C,1
555_0_2021,555,2021,4,0,Class_B,1
556_0_2021,556,2021,7,0,Class_A,1
557_0_2021,557,2021,9,0,Class_A,1
558_0_2021,558,2021,3,0,Class_A,1
559_0_2021,559,2021,8,0,Class_C,1
560_0_2021,560,2021,3,0,Class_B,1
561_0_2021,561,2021,10,0,Class_B,1
562_0_2021,562,2021,8,0,Class_B,1
563_0_2021,563,2021,1,0,Class_A,1
564_0_2021,564,2021,2,0,Class_B,1
565_0_2021,565,2021,11,0,Class_A,1
566_0_2021,566,2021,10,0,Class_B,1
567_0_2021,567,2021,1,0,Class_A,1
568_0_2021,568,2021,5,0,Class_A,1
569_0_2021,569,2021,9,0,Class_C,1
570_0_2021,570,2021,4,0,Class_B,1
571_0_2021,571,2021,2,0,Class_B,1
572_0_2021,572,2021,11,0,Class_B,1
573_0_2021,573,2021,5,0,Class_B,1
574_0_2021,574,2021,6,0,Class_B,1
575_0_2021,575,2021,6,0,Class_B,1
576_0_2021,576,2021,5,0,Class_C,1
577_0_2021,577,2021,9,0,Class_A,1
578_0_2021,578,2021,9,0,Class_A,1
579_0_2021,579,2021,12,0,Class_A,1
580_0_2021,580,2021,3,0,Class_C,1
581_0_2021,581,2021,7,0,Class_C,1
582_0_2021,582,2021,5,0,Class_C,1
583_0_2021,583,2021,11,0,Class_A,1
584_0_2021,584,2021,6,0,Class_C,1
585_0_2021,585,2021,11,0,Class_A,1
586_0_2021,586,2021,11,0,Class_C,1
587_0_2021,587,2021,3,0,Class_C,1
588_0_2021,588,2021,1,0,Class_A,1
589_0_2021,589,2021,6,0,Class_B,1
590_0_2021,590,2021,8,0,Class_C,1
591_0_2021,591,2021,4,0,Class_A,1
592_0_2021,592,2021,6,0,Class_B,1
593_0_2021,593,2021,9,0,Class_C,1
594_0_2021,594,2021,11,0,Class_B,1
595_0_2021,595,2021,4,0,Class_A,1
596_0_2021,596,2021,12,0,Class_B,1
597_0_2021,597,2021,7,0,Class_B,1
598_0_2021,598,2021,6,0,Class_A,1
599_0_2021,599,2021,10,0,Class_B,1
600_0_2021,600,2021,12,0,Class_B,1
601_0_2021,601,2021,11,0,Class_C,1
602_0_2021,602,2021,5,0,Class_C,1
